"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL2105460"	"SEDECAMYCIN"	"BUNDLIN|RO 23-0731/000|SEDECAMYCIN|T-2636|T-2636A"	"Small molecule"	"0"	"501.58"	""	""	"2.29"	"136.07"	"8"	"2"	"1"	"3"	"N"	"0.34"	"11.97"	"None"	"2.52"	"2.52"	"0"	"MOL"	"0"	"36"	"9"	"2"	"1"	"501.2363"	"NEUTRAL"	"C27H35NO8"	"CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C/C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O"
"CHEMBL3215342"	""	""	"Small molecule"	"0"	"1895.68"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1893.5515"	"None"	"C88H97Cl2N9O34"	"CC(=O)N[C@@H]1[C@H](OC2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL1201071"	"TETRACYCLINE PHOSPHATE COMPLEX"	"TETRACYCLINE METAPHOSPHATE|TETRACYCLINE PHOSPHATE COMPLEX|Tetrex"	"Small molecule"	"4"	"542.43"	""	""	"-0.21"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.34"	"2.91"	"8.81"	"-3.47"	"-3.70"	"1"	"MOL"	"0"	"32"	"10"	"7"	"1"	"444.1533"	"ZWITTERION"	"C22H27N2O12P"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(O)(O)O"
"CHEMBL440635"	""	""	"Small molecule"	"0"	"1480.46"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1478.5281"	"None"	"C77H84Cl2N8O18"	"CCCCCCCCCCCCCCCCCCNCc1c(O)cc2c(c1O)-c1cc(ccc1O)C1NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C(O)C(NC1=O)C(=O)N[C@H]2C(=O)O)NC(=O)C(N)c1ccc(O)c(c1)Oc1cc(O)cc4c1"
"CHEMBL267216"	""	""	"Small molecule"	"0"	"1316.21"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1314.3967"	"None"	"C67H68Cl2N6O18"	"COC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)c3cc(Oc4ccc(CC(NC(=O)OCc5ccccc5)C(=O)O)cc4Cl)c(O)c(c3)Oc3ccc(cc3Cl)C2O)c2ccc(O)c(c2)-c2c1cc(O)c(CNC1C3CC4CC(C3)CC1C4)c2O"
"CHEMBL2105403"	"PENTISOMICIN"	"PENTISOMICIN|SCH 22591"	"Small molecule"	"0"	"447.53"	""	""	"-3.85"	"213.72"	"12"	"8"	"2"	"6"	"N"	"0.20"	"12.55"	"9.59"	"-4.32"	"-11.46"	"0"	"MOL"	"0"	"31"	"12"	"12"	"2"	"447.2693"	"BASE"	"C19H37N5O7"	"CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@]1(C)O"
"CHEMBL263428"	""	""	"Small molecule"	"0"	"1354.55"	"2"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1353.2377"	"None"	"C56H55N15O14S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL2105537"	"STEFFIMYCIN"	"STEFFIMYCIN|U-20,661"	"Small molecule"	"0"	"574.54"	""	""	"0.38"	"198.51"	"13"	"5"	"2"	"5"	"N"	"0.28"	"7.08"	"None"	"1.89"	"1.36"	"2"	"MOL"	"0"	"41"	"13"	"5"	"2"	"574.1686"	"NEUTRAL"	"C28H30O13"	"COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)[C@@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC)[C@H](OC)[C@](C)(O)C3=O"
"CHEMBL1201321"	"DIFENOXIN"	"DIFENOXIN|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403"	"Small molecule"	"4"	"424.54"	""	""	"5.00"	"64.33"	"3"	"1"	"1"	"7"	"N"	"0.58"	"3.38"	"9.41"	"2.65"	"2.65"	"3"	"MOL"	"0"	"32"	"4"	"1"	"1"	"424.2151"	"ZWITTERION"	"C28H28N2O2"	"N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL2108749"	"PAULOMYCIN"	"PAULOMYCIN|U-43,120"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3990196"	"PEPLOMYCIN"	"PEPLOMYCIN"	"Small molecule"	"0"	"1473.61"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1472.5813"	"None"	"C61H88N18O21S2"	"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1"
"CHEMBL3989741"	"ROSARAMICIN PROPIONATE"	"ROSAMICIN PROPIONATE|ROSARAMICIN PROPIONATE|SCH 17894"	"Small molecule"	"0"	"637.81"	""	""	"3.63"	"141.20"	"11"	"1"	"2"	"8"	"N"	"0.24"	"None"	"7.17"	"3.82"	"3.62"	"0"	"MOL"	"0"	"45"	"11"	"1"	"2"	"637.3826"	"NEUTRAL"	"C34H55NO10"	"CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](C)[C@@H]3O[C@@]3(C)/C=C/C(=O)[C@H](C)C[C@@H]2CC=O)O[C@H](C)C[C@@H]1N(C)C"
"CHEMBL302232"	""	""	"Small molecule"	"0"	"864.13"	"3"	"3"	"3.58"	"193.80"	"15"	"6"	"3"	"8"	"N"	"0.21"	"11.79"	"9.76"	"3.95"	"0.04"	"2"	"MOL"	"-1"	"61"	"15"	"6"	"3"	"863.5507"	"BASE"	"C46H77N3O12"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(c3cc4ccccc4n3C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL4297068"	"SCOPAFUNGIN"	"SCOPAFUNGIN|U-29,479"	"Small molecule"	"0"	"1142.48"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1141.7237"	"None"	"C59H103N3O18"	"CC(CCC/C=C/CCCN(C)C(=N)N)CC(C)C1OC(=O)C(C)C(O)/C=C/C(C)C(O)C(C)C(O)C(C)C(O)CCCC(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)C(C)C(O)/C=C/C=C/C1C)CC(O)C2O"
"CHEMBL2104060"	"CARUMONAM SODIUM"	"AMA 1080(2NA)|CARUMONAM SODIUM|RO 17-2301/006"	"Small molecule"	"0"	"510.37"	"2"	"3"	"-2.88"	"253.90"	"12"	"5"	"1"	"9"	"N"	"0.11"	"-2.09"	"3.90"	"-4.94"	"-8.09"	"1"	"MOL"	"0"	"30"	"16"	"7"	"2"	"466.0213"	"ACID"	"C12H12N6Na2O10S2"	"NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-].[Na+].[Na+]"
"CHEMBL2108224"	"AVOPARCIN"	"AVOPARCIN|CL 81,587"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2103926"	"LADIRUBICIN"	"LADIRUBICIN"	"Small molecule"	"0"	"601.63"	""	""	"1.36"	"176.74"	"12"	"3"	"2"	"6"	"N"	"0.21"	"8.05"	"3.83"	"3.06"	"2.97"	"2"	"MOL"	"0"	"42"	"12"	"3"	"2"	"601.1618"	"NEUTRAL"	"C29H31NO11S"	"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O"
"CHEMBL3989875"	"RUTAMYCIN"	"A-272|RR NO. 32705|RUTAMYCIN"	"Small molecule"	"0"	"777.05"	""	""	"5.64"	"180.05"	"11"	"5"	"3"	"3"	"N"	"0.22"	"12.29"	"None"	"7.07"	"7.07"	"0"	"MOL"	"0"	"55"	"11"	"5"	"3"	"776.5075"	"NEUTRAL"	"C44H72O11"	"CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@H]2C[C@@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)O[C@@H](CC1)[C@H]2C"
"CHEMBL269716"	""	""	"Small molecule"	"0"	"1251.56"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1250.2835"	"None"	"C55H58N14O9S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCCN4CCOCC4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL2109105"	"BINIRAMYCIN"	"ANTIBIOTIC 241A|BINIRAMYCIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2219420"	"BRILACIDIN TETRAHYDROCHLORIDE"	"BRILACIDIN TETRAHYDROCHLORIDE|PMX 30063|PMX-30063|PMX30063"	"Small molecule"	"2"	"1082.76"	""	""	"3.68"	"308.50"	"12"	"12"	"3"	"20"	"N"	"0.03"	"11.91"	"12.25"	"0.69"	"-8.70"	"3"	"MOL"	"0"	"66"	"20"	"14"	"3"	"936.3942"	"BASE"	"C40H54Cl4F6N14O6"	"Cl.Cl.Cl.Cl.N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3O[C@@H]3CCNC3)ncn2)c1O[C@@H]1CCNC1"
"CHEMBL32838"	"FUMAGILLIN"	"FUMAGILLIN|Fumidil"	"Small molecule"	"0"	"458.55"	"31"	"77"	"3.92"	"97.89"	"6"	"1"	"0"	"10"	"N"	"0.17"	"4.64"	"None"	"4.05"	"1.36"	"0"	"MOL"	"0"	"33"	"7"	"1"	"0"	"458.2305"	"ACID"	"C26H34O7"	"CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2"
"CHEMBL217691"	""	""	"Small molecule"	"0"	"1226.46"	"9"	"11"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1225.2155"	"None"	"C52H51N13O11S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(COC(=O)N[C@@H](C)C(=O)O)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL411769"	""	""	"Small molecule"	"0"	"1558.01"	"11"	"15"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1556.5638"	"None"	"C73H89ClN10O26"	"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O"
"CHEMBL2109091"	"ENRAMYCIN"	"ENRAMYCIN"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108460"	"FUNGIMYCIN"	"FUNGIMYCIN|NC-1968|WX 2412"	"Unknown"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2105824"	"PIPACYCLINE"	"MEPICYCLINE|PIPACYCLINE"	"Small molecule"	"0"	"586.64"	""	""	"-1.02"	"194.34"	"12"	"7"	"3"	"6"	"N"	"0.20"	"3.00"	"8.18"	"-4.19"	"-4.23"	"1"	"MOL"	"0"	"42"	"13"	"7"	"3"	"586.2639"	"ACID"	"C29H38N4O9"	"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL2107477"	"OXIFUNGIN HYDROCHLORIDE"	"EU-3421|OXIFUNGIN HYDROCHLORIDE"	"Small molecule"	"0"	"276.73"	""	""	"2.12"	"58.54"	"5"	"2"	"0"	"3"	"N"	"0.86"	"None"	"6.71"	"1.58"	"1.50"	"2"	"MOL"	"0"	"18"	"5"	"2"	"0"	"240.1011"	"NEUTRAL"	"C13H13ClN4O"	"Cl.c1ccc(OCC2=Nc3cnccc3NN2)cc1"
"CHEMBL2104567"	"OXIMONAM"	"OXIMONAM|SQ 82291"	"Small molecule"	"0"	"357.35"	""	""	"-1.19"	"156.44"	"9"	"3"	"0"	"7"	"N"	"0.31"	"2.92"	"3.53"	"-1.31"	"-4.05"	"1"	"MOL"	"0"	"24"	"11"	"4"	"1"	"357.0743"	"ACID"	"C12H15N5O6S"	"CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1"
"CHEMBL3989802"	"COLIMECYCLINE"	"COLIMECYCLINE"	"Protein"	"0"	"2586.83"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"2585.2101"	"None"	"C122H172N22O40"	"CCC(C)CCCCC(=O)N[C@@H](CCNCNC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O)C(=O)N[C@H](C(=O)N[C@@H](CCNCNC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O)C(=O)NCC[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCNC(=O)C2=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)[C@]3(O)C2=O)C(=O)c2c(O)cccc2[C@@]4(C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O"
"CHEMBL3989533"	"NEOMYCIN PALMITATE"	"NEOMYCIN PALMITATE"	"Small molecule"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3833352"	"VIRGINIAMYCIN"	"SK&F 7988|Stafac|VIRGINIAMYCIN"	"Small molecule"	"0"	"1349.51"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1348.6016"	"None"	"C71H84N10O17"	"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL3989598"	"LUCIMYCIN"	"LUCENSOMYCIN|LUCIMYCIN"	"Small molecule"	"0"	"707.81"	""	""	"1.29"	"230.99"	"13"	"7"	"3"	"6"	"N"	"0.15"	"3.69"	"9.11"	"-0.28"	"-0.29"	"0"	"MOL"	"0"	"50"	"14"	"8"	"3"	"707.3517"	"ZWITTERION"	"C36H53NO13"	"CCCCC1C/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C(=O)O"
"CHEMBL2107132"	"NITROCYCLINE"	"NITROCYCLINE"	"Small molecule"	"0"	"459.41"	""	""	"0.03"	"204.53"	"10"	"5"	"0"	"3"	"N"	"0.23"	"2.64"	"8.51"	"-2.69"	"-4.27"	"1"	"MOL"	"0"	"33"	"12"	"6"	"2"	"459.1278"	"ZWITTERION"	"C21H21N3O9"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc([N+](=O)[O-])c4C[C@H]3C[C@@H]12"
"CHEMBL3989729"	"MEGALOMICIN POTASSIUM PHOSPHATE"	"MEGALOMICIN POTASSIUM PHOSPHATE|SCH 13430.2KH2P04"	"Small molecule"	"0"	"1149.29"	""	""	"1.58"	"226.61"	"17"	"6"	"3"	"9"	"N"	"0.18"	"12.41"	"8.68"	"2.84"	"0.79"	"0"	"MOL"	"0"	"61"	"17"	"6"	"3"	"876.5559"	"BASE"	"C44H84K2N2O23P2"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=P([O-])(O)O.O=P([O-])(O)O.[K+].[K+]"
"CHEMBL3989616"	"LYDIMYCIN"	"LIDIMYCIN|LYDIMYCIN|U-15,965"	"Small molecule"	"0"	"242.30"	""	""	"0.57"	"78.43"	"3"	"3"	"0"	"4"	"N"	"0.50"	"4.30"	"None"	"0.32"	"-2.65"	"0"	"MOL"	"0"	"16"	"5"	"3"	"0"	"242.0725"	"ACID"	"C10H14N2O3S"	"O=C(O)/C=C/CC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12"
"CHEMBL3989956"	"ZOPTARELIN DOXORUBICIN ACETATE"	"AEZS-108|AN-52|D-81858|ZEN-008|ZOPTARELIN DOXORUBICIN ACETATE"	"Protein"	"0"	"1953.10"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1891.8417"	"None"	"C93H121N19O28"	"CC(=O)O.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)CCCC(=O)NCCCC[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
"CHEMBL2146100"	"CHLORTETRACYCLINE CALCIUM"	"CHLORTETRACYCLINE CALCIUM"	"Small molecule"	"0"	"516.95"	""	""	"0.44"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.64"	"8.55"	"-2.89"	"-3.33"	"1"	"MOL"	"0"	"33"	"10"	"7"	"1"	"478.1143"	"ZWITTERION"	"C22H21CaClN2O8"	"CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.[Ca+2]"
"CHEMBL3989540"	"RODORUBICIN"	"RODORUBICIN"	"Small molecule"	"0"	"941.04"	""	""	"3.11"	"241.91"	"19"	"5"	"2"	"9"	"N"	"0.19"	"7.53"	"8.38"	"4.86"	"4.29"	"2"	"MOL"	"0"	"67"	"19"	"5"	"2"	"940.4205"	"NEUTRAL"	"C48H64N2O17"	"CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O"
"CHEMBL4297102"	"MOCIMYCIN"	"MOCIMYCIN|MYC 8003"	"Small molecule"	"0"	"796.95"	""	""	"3.07"	"228.10"	"12"	"8"	"3"	"17"	"N"	"0.06"	"9.46"	"None"	"3.27"	"3.27"	"1"	"MOL"	"0"	"57"	"14"	"8"	"3"	"796.4146"	"NEUTRAL"	"C43H60N2O12"	"C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@H](C)[C@@H]2O[C@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)cc[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)C1(C)C"
"CHEMBL2105868"	"ROLITETRACYCLINE NITRATE"	"ROLITETRACYCLINE NITRATE"	"Small molecule"	"0"	"590.59"	""	""	"0.47"	"170.87"	"10"	"6"	"2"	"4"	"N"	"0.30"	"2.91"	"8.18"	"-2.81"	"-2.93"	"1"	"MOL"	"0"	"38"	"11"	"6"	"3"	"527.2268"	"ACID"	"C27H34N4O11"	"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=[N+]([O-])O"
"CHEMBL3990195"	"MEGALOMICIN"	"MEGALOMICIN"	"Small molecule"	"0"	"877.12"	""	""	"1.58"	"226.61"	"17"	"6"	"3"	"9"	"N"	"0.18"	"12.41"	"8.68"	"2.84"	"0.79"	"0"	"MOL"	"0"	"61"	"17"	"6"	"3"	"876.5559"	"BASE"	"C44H80N2O15"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL2110757"	"PIRAZMONAM"	"PIRAZMONAM"	"Small molecule"	"0"	"684.63"	"5"	"6"	"-2.93"	"316.19"	"15"	"7"	"3"	"10"	"N"	"0.07"	"2.82"	"3.53"	"-3.20"	"-6.80"	"2"	"MOL"	"0"	"46"	"22"	"8"	"3"	"684.1017"	"ACID"	"C22H24N10O12S2"	"CC(C)(O/N=C(\C(=O)NC1CN(C(=O)NS(=O)(=O)N2CCN(NC(=O)c3cc(=O)c(O)c[nH]3)C2=O)C1=O)c1csc(N)n1)C(=O)O"
"CHEMBL412204"	""	""	"Small molecule"	"0"	"1421.18"	"4"	"5"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1419.2879"	"None"	"C73H55Cl2N7O20"	"O=C(NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC3=O)OCC1c2ccccc2-c2ccccc21"
